<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20180110,000000,1.1928100,1.2012000,1.1927900,1.2012000,11254000
20180111,000000,1.1940400,1.1949900,1.1929400,1.1941500,15594000
20180112,000000,1.2044700,1.2131900,1.2044700,1.2122000,12029000
20180116,000000,1.2266300,1.2266300,1.2207000,1.2215500,22856000
20180117,000000,1.2218100,1.2243500,1.2206800,1.2212100,13148000
20180118,000000,1.2202400,1.2236400,1.2185800,1.2236400,4107000
20180119,000000,1.2256000,1.2293700,1.2250300,1.2265000,7641000
20180122,000000,1.2216000,1.2299900,1.2216000,1.2253700,12627000
20180123,000000,1.2244400,1.2255000,1.2223500,1.2241000,15099000
20180124,000000,1.2305000,1.2353000,1.2303000,1.2346300,7907000
20180125,000000,1.2419000,1.2430000,1.2391000,1.2397600,43362000
20180126,000000,1.2455000,1.2489000,1.2446100,1.2449500,7876000
20180129,000000,1.2420500,1.2423800,1.2391600,1.2399700,15478000
20180130,000000,1.2349000,1.2427700,1.2337800,1.2425000,17219000
20180131,000000,1.2446900,1.2454000,1.2433000,1.2451000,3438000
20180201,000000,1.2389400,1.2446000,1.2384800,1.2428000,19369000
20180202,000000,1.2491200,1.2515000,1.2479200,1.2492800,13151000
20180205,000000,1.2450400,1.2474200,1.2443000,1.2452100,17461000
20180206,000000,1.2376300,1.2420000,1.2376300,1.2383500,20250000
20180207,000000,1.2396100,1.2396100,1.2335500,1.2351600,10548000
20180208,000000,1.2274000,1.2286400,1.2227400,1.2236000,18456000
20180209,000000,1.2269000,1.2284000,1.2238000,1.2238000,17358000
20180212,000000,1.2285500,1.2292700,1.2259000,1.2270500,30994000
20180213,000000,1.2316200,1.2350300,1.2308400,1.2343000,14932000
20180214,000000,1.2370700,1.2379000,1.2344500,1.2345000,4067000
20180215,000000,1.2465100,1.2502800,1.2465100,1.2471700,5360000
20180216,000000,1.2540000,1.2543000,1.2472800,1.2481400,14246000
20180220,000000,1.2375700,1.2383000,1.2334900,1.2351000,8108000
20180221,000000,1.2334900,1.2337900,1.2308000,1.2315000,34762000
20180222,000000,1.2261000,1.2295900,1.2259000,1.2282400,23285000
20180226,000000,1.2330000,1.2350000,1.2316000,1.2337000,18684000
20180227,000000,1.2327900,1.2341000,1.2315000,1.2315000,8803000
20180228,000000,1.2233400,1.2239900,1.2199500,1.2217000,17082000
20180301,000000,1.2204000,1.2210500,1.2179000,1.2184900,16536000
20180302,000000,1.2261500,1.2313100,1.2251500,1.2313000,9222000
20180305,000000,1.2290100,1.2332100,1.2273400,1.2299500,19276000
20180306,000000,1.2338800,1.2390000,1.2330500,1.2390000,10903000
20180307,000000,1.2421500,1.2440400,1.2405000,1.2418400,10374000
20180312,000000,1.2322900,1.2339900,1.2290100,1.2290100,11087000
20180313,000000,1.2326500,1.2343500,1.2316500,1.2333100,5509000
20180314,000000,1.2395600,1.2397400,1.2363400,1.2376000,9660000
20180315,000000,1.2365000,1.2370000,1.2344500,1.2344500,10611000
20180316,000000,1.2313400,1.2330900,1.2305600,1.2323900,10640000
20180319,000000,1.2265500,1.2293500,1.2262900,1.2281000,14747000
20180320,000000,1.2343000,1.2353400,1.2297000,1.2298000,12072000
